BVDID,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date
ATFEB45364,2016-01-01,2016,LF,12,130660936.0,,356.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,
ATFEB45364,2015-01-01,2015,LF,12,424764762.0,,441.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,
ATFEB45364,2014-01-01,2014,LF,12,622667804.0,,535.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,
ATFEB45364,2013-01-01,2013,LF,12,750325839.0,,552.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,
ATFEB45364,2012-01-01,2012,LF,12,965339371.0,,586.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,
BE0203430576,2016-12-31,2016,C2,12,2928934000.0,1128716000.0,19368.0,85702000.0,558982000.0,1128741000.0,6927993000.0,257587000.0,9692469000.0,2506889000.0,2119643000.0,11812112000.0,2022749000.0,96894000.0,,,,,-192586000.0,366396000.0,0.94,-3.03,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2015-12-31,2015,C2,12,3139281000.0,1206970000.0,20274.0,89893000.0,404964000.0,1232699000.0,6931337000.0,263776000.0,9732730000.0,2537617000.0,2125600000.0,11858330000.0,2452915000.0,-327315000.0,,,,,140059000.0,545023000.0,0.79,-0.73,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2014-12-31,2014,C2,12,3112422000.0,1329584000.0,22413.0,72251000.0,379858000.0,1251408000.0,6392486000.0,270662000.0,9207726000.0,2544578000.0,2781303000.0,11989029000.0,2835943000.0,-54640000.0,,,,,36760000.0,416618000.0,0.92,-2.19,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2013-12-31,2013,C2,12,3667742000.0,1400747000.0,1145.0,281037000.0,876655000.0,2280711000.0,20838913000.0,1740284000.0,25598838000.0,3019641000.0,3464591000.0,29063429000.0,4370690000.0,-906099000.0,,,,,-846113000.0,30542000.0,0.7,-4.3,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2012-12-31,2012,C2,12,4996000000.0,2058000000.0,37587.0,290000000.0,845000000.0,2325000000.0,19519000000.0,1751000000.0,24493000000.0,3223000000.0,3558000000.0,28051000000.0,3831000000.0,-273000000.0,,,,,30000000.0,875000000.0,0.81,-2.41,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2011-12-31,2011,C2,12,4789000000.0,1863000000.0,38045.0,243000000.0,860000000.0,2291000000.0,18602000000.0,1701000000.0,23573000000.0,3270000000.0,3381000000.0,26954000000.0,4012000000.0,-631000000.0,,,,,-210000000.0,650000000.0,0.73,-1.38,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2010-12-31,2010,C2,12,4116216000.0,3057035000.0,39115.0,295742000.0,717865000.0,2262351000.0,17683378000.0,1641078000.0,19543976000.0,219520000.0,7413024000.0,26957000000.0,3740209000.0,3672815000.0,3018479000.0,,,,-725404000.0,-7539000.0,1.84,67.19,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2009-12-31,2009,C2,12,3682399000.0,2831451000.0,39043.0,236272000.0,781914000.0,2234262000.0,16073885000.0,1553795000.0,17781308000.0,153628000.0,9389582000.0,27170890000.0,6379339000.0,3010243000.0,2948608000.0,,,,-788107000.0,-6193000.0,1.38,62.61,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2008-12-31,2008,C2,12,4048824000.0,3340752000.0,38556.0,276631000.0,367136000.0,2088253000.0,14887462000.0,1546809000.0,16588997000.0,154726000.0,9564714000.0,26153711000.0,6331523000.0,3233191000.0,2624670000.0,,,,-210668000.0,156468000.0,1.44,62.73,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2007-12-31,2007,C2,12,3835317000.0,3213928000.0,38218.0,222526000.0,338768000.0,1987993000.0,7879477000.0,1475872000.0,9447675000.0,92326000.0,7716959000.0,17164634000.0,4646233000.0,3070726000.0,2469881000.0,,,,-112350000.0,226418000.0,1.56,54.39,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2016-12-31,2016,U2,12,2411311000.0,2193217000.0,,79800000.0,371634000.0,,7497984000.0,256688000.0,8342615000.0,587943000.0,3558668000.0,11901284000.0,1963252000.0,1595416000.0,,,,,-587726000.0,-216092000.0,1.65,52.15,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2015-12-31,2015,U2,12,2450597000.0,2231934000.0,,83005000.0,361019000.0,,7548332000.0,262087000.0,8405189000.0,594770000.0,3536791000.0,11941980000.0,2453680000.0,1083111000.0,,,,,-292193000.0,68826000.0,1.32,51.32,,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2014-12-31,2014,U2,12,2552129000.0,2385147000.0,,77353000.0,354962000.0,,7370449000.0,268221000.0,7993171000.0,354500000.0,3894301000.0,11887471000.0,2882258000.0,1012043000.0,,,,,-410078000.0,-55116000.0,1.26,47.86,91.78,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2013-12-31,2013,U2,12,2573280000.0,2613295000.0,1262.0,4757000.0,75760000.0,2171158000.0,2533716000.0,105945000.0,6806840000.0,4167179000.0,4826009000.0,11632850000.0,2685302000.0,2140707000.0,2589330000.0,,,,118110000.0,193870000.0,1.78,29.07,40.98,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2012-12-31,2012,U2,12,2507042000.0,2469843000.0,1170.0,1193000.0,78073000.0,2119020000.0,1342129000.0,125147000.0,5443341000.0,3976065000.0,4979395000.0,10422736000.0,2735204000.0,2244191000.0,,,,,-1722000.0,76351000.0,1.77,18.32,22.42,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2011-12-31,2011,U2,12,2508193000.0,2435468000.0,1080.0,400000.0,80953000.0,2116886000.0,1323481000.0,115493000.0,5319425000.0,3880451000.0,4810761000.0,10130186000.0,2913421000.0,1897340000.0,,,,,60514000.0,141467000.0,1.61,18.31,22.42,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2010-12-31,2010,U2,12,2542998000.0,2396887000.0,1296.0,214000.0,83611000.0,2133072000.0,1299342000.0,92932000.0,5100855000.0,3708581000.0,5307777000.0,10408632000.0,3481837000.0,1825940000.0,,,,,38500000.0,122111000.0,1.49,17.33,20.96,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2009-12-31,2009,U2,12,2643033000.0,2519121000.0,1044.0,11859000.0,213762000.0,2122601000.0,1548997000.0,69437000.0,5463880000.0,3845445000.0,6477046000.0,11940926000.0,6179047000.0,297999000.0,,,,,-44562000.0,169200000.0,1.05,16.44,19.68,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2008-12-31,2008,U2,12,2530256000.0,2380679000.0,37081.0,12899000.0,71775000.0,1994092000.0,1325769000.0,69034000.0,6032302000.0,4637499000.0,6108065000.0,12140366000.0,6976282000.0,-868217000.0,,,,,166422000.0,238197000.0,0.88,14.74,17.28,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0203430576,2007-12-31,2007,U2,12,2402526000.0,2257850000.0,1178.0,10910000.0,62226000.0,1908198000.0,1434870000.0,45235000.0,6290043000.0,4809939000.0,4557057000.0,10847100000.0,5737292000.0,-1180235000.0,,,,,151638000.0,213864000.0,0.79,17.32,20.95,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2016-09-30,2016,U1,12,144982521.0,142336947.0,396.0,85698070.0,6197771.0,26617248.0,45336816.0,1303525.0,47354586.0,714245.0,51841430.0,99196016.0,57392395.0,-5550965.0,,,,,-7862128.0,-1664357.0,0.53,19.73,24.58,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2015-09-30,2015,U1,12,147520634.0,138368630.0,391.0,83769018.0,6172361.0,26768893.0,49577425.0,1574797.0,51866467.0,714245.0,64800092.0,116666559.0,57100003.0,7700089.0,29277973.0,,,,-1009585.0,5162776.0,0.69,28.07,39.03,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2014-09-30,2014,U1,12,150394203.0,145646763.0,416.0,82301355.0,6159823.0,29369166.0,53900466.0,1880382.0,56101016.0,320168.0,62293189.0,118394205.0,52210501.0,10082688.0,28664422.0,,,,-4511338.0,1648485.0,0.73,32.21,47.51,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2013-09-30,2013,U1,12,155205841.0,146792953.0,434.0,86105656.0,6041496.0,29563431.0,58651369.0,1918909.0,60862070.0,291792.0,74367267.0,135229337.0,58759347.0,15607920.0,28714909.0,,,,-4895596.0,1145900.0,0.85,34.17,51.9,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2012-09-30,2012,U1,12,152204551.0,146027319.0,424.0,82306607.0,5247148.0,30372317.0,60866965.0,1930626.0,63087383.0,289792.0,72464158.0,135551541.0,53212774.0,19251384.0,27559546.0,,,,-4645885.0,601263.0,0.96,39.81,66.13,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2011-09-30,2011,U1,12,151505748.0,145205185.0,435.0,84135747.0,4957061.0,31363108.0,63141345.0,2174934.0,65604199.0,287920.0,79874844.0,145479043.0,55411895.0,24462949.0,,,,,-3763225.0,1193836.0,1.05,43.09,75.73,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2010-09-30,2010,U1,9,113070163.0,113608011.0,437.0,64692226.0,3482516.0,23216642.0,56532934.0,1306177.0,58113129.0,274018.0,85592637.0,143705766.0,44101403.0,41491234.0,,,,,-2974482.0,508034.0,1.54,50.27,,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2009-12-31,2009,U1,12,205919506.0,214409187.0,432.0,143666338.0,4255794.0,32327188.0,53943371.0,1425434.0,55738288.0,369483.0,64256658.0,119994946.0,32309958.0,31946700.0,,,,,-16746013.0,-12490219.0,1.46,56.47,,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2008-12-31,2008,U1,12,481947231.0,476938779.0,457.0,410433521.0,5865246.0,33535227.0,47024362.0,1534945.0,231302584.0,182743277.0,131975581.0,363278165.0,272190411.0,-140214830.0,,,,,-24985161.0,-19119915.0,0.23,18.34,22.46,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0400344734,2007-12-31,2007,U1,12,373431226.0,364331306.0,467.0,287484760.0,5117098.0,34595486.0,47284587.0,722927.0,269334670.0,221327155.0,150933542.0,420268212.0,185073319.0,-34139777.0,41422204.0,,,,-16919994.0,-11802896.0,0.54,49.89,99.57,Idem Papers - Idempapers,Belgium,BE,C,Bankruptcy,2017-06-01,Public limited companies,Corporate,Very large company,Unlisted,,
BE0415657965,2016-12-31,2016,U1,12,12082466.0,11429673.0,56.0,4931117.0,1418430.0,2222043.0,1536843.0,1.0,1549247.0,12403.0,5639432.0,7188679.0,8647515.0,-3008083.0,815410.0,,,,-2014399.0,-595969.0,0.35,-66.19,,Ateliers Roger Poncin & Cie,Belgium,BE,C,In liquidation,2017-09-28,Public limited companies,Corporate,Large company,Unlisted,,
BE0415657965,2015-12-31,2015,U1,12,13929159.0,16012407.0,60.0,7100078.0,396529.0,2576341.0,3983632.0,,6422273.0,2438641.0,8991520.0,15413793.0,10912309.0,-1920789.0,-1411403.0,,,,-4288787.0,-3892258.0,0.58,7.3,7.88,Ateliers Roger Poncin & Cie,Belgium,BE,C,In liquidation,2017-09-28,Public limited companies,Corporate,Large company,Unlisted,,
BE0415657965,2014-12-31,2014,U1,12,20390756.0,19904358.0,67.0,12002457.0,560608.0,2957230.0,3173121.0,,4911762.0,1738641.0,13441396.0,18353158.0,12468618.0,972778.0,2085001.0,,,,-1256507.0,-695899.0,0.64,21.33,27.11,Ateliers Roger Poncin & Cie,Belgium,BE,C,In liquidation,2017-09-28,Public limited companies,Corporate,Large company,Unlisted,,
